0,1,2,3,4,5,9,10,11,15,16,17,21,22,23,27,28,29,accession_number,company_name,report_period,filed_date,cik
,,,Calculated Amount,Calculated Amount,Calculated Amount,Amount Paid,Amount Paid,Amount Paid,Shortfall,Shortfall,Shortfall,Carryover Shortfall,Carryover Shortfall,Carryover Shortfall,Remaining Available Funds,Remaining Available Funds,Remaining Available Funds,0001843634-22-000030,Ford Credit Auto Owner Trust 2021-A,20220531,20220621,0001843634
Trustee and Other Fees/Expenses,Trustee and Other Fees/Expenses,Trustee and Other Fees/Expenses,$,0.00,,$,0.00,,$,0.00,,$,0.00,,$,33392796.33,,0001843634-22-000030,Ford Credit Auto Owner Trust 2021-A,20220531,20220621,0001843634
Servicing Fee,Servicing Fee,Servicing Fee,$,688581.42,,$,688581.42,,$,0.00,,$,0.00,,$,32704214.91,,0001843634-22-000030,Ford Credit Auto Owner Trust 2021-A,20220531,20220621,0001843634
Interest - Class A-1 Notes,Interest - Class A-1 Notes,Interest - Class A-1 Notes,$,0.00,,$,0.00,,$,0.00,,$,0.00,,$,32704214.91,,0001843634-22-000030,Ford Credit Auto Owner Trust 2021-A,20220531,20220621,0001843634
Interest - Class A-2 Notes,Interest - Class A-2 Notes,Interest - Class A-2 Notes,$,10952.35,,$,10952.35,,$,0.00,,$,0.00,,$,32693262.56,,0001843634-22-000030,Ford Credit Auto Owner Trust 2021-A,20220531,20220621,0001843634
Interest - Class A-3 Notes,Interest - Class A-3 Notes,Interest - Class A-3 Notes,$,113765.00,,$,113765.00,,$,0.00,,$,0.00,,$,32579497.56,,0001843634-22-000030,Ford Credit Auto Owner Trust 2021-A,20220531,20220621,0001843634
Interest - Class A-4 Notes,Interest - Class A-4 Notes,Interest - Class A-4 Notes,$,55125.00,,$,55125.00,,$,0.00,,$,0.00,,$,32524372.56,,0001843634-22-000030,Ford Credit Auto Owner Trust 2021-A,20220531,20220621,0001843634
First Priority Principal Payment,First Priority Principal Payment,First Priority Principal Payment,$,0.00,,$,0.00,,$,0.00,,$,0.00,,$,32524372.56,,0001843634-22-000030,Ford Credit Auto Owner Trust 2021-A,20220531,20220621,0001843634
Interest - Class B Notes,Interest - Class B Notes,Interest - Class B Notes,$,23024.17,,$,23024.17,,$,0.00,,$,0.00,,$,32501348.39,,0001843634-22-000030,Ford Credit Auto Owner Trust 2021-A,20220531,20220621,0001843634
Second Priority Principal Payment,Second Priority Principal Payment,Second Priority Principal Payment,$,0.00,,$,0.00,,$,0.00,,$,0.00,,$,32501348.39,,0001843634-22-000030,Ford Credit Auto Owner Trust 2021-A,20220531,20220621,0001843634
Interest - Class C Notes,Interest - Class C Notes,Interest - Class C Notes,$,18204.67,,$,18204.67,,$,0.00,,$,0.00,,$,32483143.72,,0001843634-22-000030,Ford Credit Auto Owner Trust 2021-A,20220531,20220621,0001843634
Reserve Account Deposit,Reserve Account Deposit,Reserve Account Deposit,$,0.00,,$,0.00,,$,0.00,,$,0.00,,$,32483143.72,,0001843634-22-000030,Ford Credit Auto Owner Trust 2021-A,20220531,20220621,0001843634
Regular Principal Payment,Regular Principal Payment,Regular Principal Payment,$,29068300.56,,$,29068300.56,,$,0.00,,$,0.00,,$,3414843.16,,0001843634-22-000030,Ford Credit Auto Owner Trust 2021-A,20220531,20220621,0001843634
Additional Trustee and Other Fees/Expenses,Additional Trustee and Other Fees/Expenses,Additional Trustee and Other Fees/Expenses,$,0.00,,$,0.00,,$,0.00,,$,0.00,,$,3414843.16,,0001843634-22-000030,Ford Credit Auto Owner Trust 2021-A,20220531,20220621,0001843634
Residual Released to Depositor,Residual Released to Depositor,Residual Released to Depositor,$,0.00,,$,3414843.16,,$,0.00,,$,0.00,,$,0.00,,0001843634-22-000030,Ford Credit Auto Owner Trust 2021-A,20220531,20220621,0001843634
Total,Total,Total,,,,$,33392796.33,,,,,,,,,,,0001843634-22-000030,Ford Credit Auto Owner Trust 2021-A,20220531,20220621,0001843634
Principal Payment:,Principal Payment:,Principal Payment:,,,,,,,,,,,,,,,,0001843634-22-000030,Ford Credit Auto Owner Trust 2021-A,20220531,20220621,0001843634
First Priority Principal Payment,First Priority Principal Payment,First Priority Principal Payment,,,,,,,,,,,,,$,0.00,,0001843634-22-000030,Ford Credit Auto Owner Trust 2021-A,20220531,20220621,0001843634
Second Priority Principal Payment,Second Priority Principal Payment,Second Priority Principal Payment,,,,,,,,,,,,,$,0.00,,0001843634-22-000030,Ford Credit Auto Owner Trust 2021-A,20220531,20220621,0001843634
Regular Principal Payment,Regular Principal Payment,Regular Principal Payment,,,,,,,,,,,,,$,29068300.56,,0001843634-22-000030,Ford Credit Auto Owner Trust 2021-A,20220531,20220621,0001843634
Total,Total,Total,,,,,,,,,,,,,$,29068300.56,,0001843634-22-000030,Ford Credit Auto Owner Trust 2021-A,20220531,20220621,0001843634
