0,1,2,3,4,5,9,10,11,15,16,17,21,22,23,27,28,29,accession_number,company_name,report_period,filed_date,cik
,,,Calculated Amount,Calculated Amount,Calculated Amount,Amount Paid,Amount Paid,Amount Paid,Shortfall,Shortfall,Shortfall,Carryover Shortfall,Carryover Shortfall,Carryover Shortfall,Remaining Available Funds,Remaining Available Funds,Remaining Available Funds,0001843634-22-000041,Ford Credit Auto Owner Trust 2021-A,20220731,20220822,0001843634
Trustee and Other Fees/Expenses,Trustee and Other Fees/Expenses,Trustee and Other Fees/Expenses,$,0.00,,$,0.00,,$,0.00,,$,0.00,,$,31032256.13,,0001843634-22-000041,Ford Credit Auto Owner Trust 2021-A,20220731,20220822,0001843634
Servicing Fee,Servicing Fee,Servicing Fee,$,635794.80,,$,635794.80,,$,0.00,,$,0.00,,$,30396461.33,,0001843634-22-000041,Ford Credit Auto Owner Trust 2021-A,20220731,20220822,0001843634
Interest - Class A-1 Notes,Interest - Class A-1 Notes,Interest - Class A-1 Notes,$,0.00,,$,0.00,,$,0.00,,$,0.00,,$,30396461.33,,0001843634-22-000041,Ford Credit Auto Owner Trust 2021-A,20220731,20220822,0001843634
Interest - Class A-2 Notes,Interest - Class A-2 Notes,Interest - Class A-2 Notes,$,2774.55,,$,2774.55,,$,0.00,,$,0.00,,$,30393686.78,,0001843634-22-000041,Ford Credit Auto Owner Trust 2021-A,20220731,20220822,0001843634
Interest - Class A-3 Notes,Interest - Class A-3 Notes,Interest - Class A-3 Notes,$,113765.00,,$,113765.00,,$,0.00,,$,0.00,,$,30279921.78,,0001843634-22-000041,Ford Credit Auto Owner Trust 2021-A,20220731,20220822,0001843634
Interest - Class A-4 Notes,Interest - Class A-4 Notes,Interest - Class A-4 Notes,$,55125.00,,$,55125.00,,$,0.00,,$,0.00,,$,30224796.78,,0001843634-22-000041,Ford Credit Auto Owner Trust 2021-A,20220731,20220822,0001843634
First Priority Principal Payment,First Priority Principal Payment,First Priority Principal Payment,$,0.00,,$,0.00,,$,0.00,,$,0.00,,$,30224796.78,,0001843634-22-000041,Ford Credit Auto Owner Trust 2021-A,20220731,20220822,0001843634
Interest - Class B Notes,Interest - Class B Notes,Interest - Class B Notes,$,23024.17,,$,23024.17,,$,0.00,,$,0.00,,$,30201772.61,,0001843634-22-000041,Ford Credit Auto Owner Trust 2021-A,20220731,20220822,0001843634
Second Priority Principal Payment,Second Priority Principal Payment,Second Priority Principal Payment,$,0.00,,$,0.00,,$,0.00,,$,0.00,,$,30201772.61,,0001843634-22-000041,Ford Credit Auto Owner Trust 2021-A,20220731,20220822,0001843634
Interest - Class C Notes,Interest - Class C Notes,Interest - Class C Notes,$,18204.67,,$,18204.67,,$,0.00,,$,0.00,,$,30183567.94,,0001843634-22-000041,Ford Credit Auto Owner Trust 2021-A,20220731,20220822,0001843634
Reserve Account Deposit,Reserve Account Deposit,Reserve Account Deposit,$,0.00,,$,0.00,,$,0.00,,$,0.00,,$,30183567.94,,0001843634-22-000041,Ford Credit Auto Owner Trust 2021-A,20220731,20220822,0001843634
Regular Principal Payment,Regular Principal Payment,Regular Principal Payment,$,27169460.69,,$,27169460.69,,$,0.00,,$,0.00,,$,3014107.25,,0001843634-22-000041,Ford Credit Auto Owner Trust 2021-A,20220731,20220822,0001843634
Additional Trustee and Other Fees/Expenses,Additional Trustee and Other Fees/Expenses,Additional Trustee and Other Fees/Expenses,$,0.00,,$,0.00,,$,0.00,,$,0.00,,$,3014107.25,,0001843634-22-000041,Ford Credit Auto Owner Trust 2021-A,20220731,20220822,0001843634
Residual Released to Depositor,Residual Released to Depositor,Residual Released to Depositor,$,0.00,,$,3014107.25,,$,0.00,,$,0.00,,$,0.00,,0001843634-22-000041,Ford Credit Auto Owner Trust 2021-A,20220731,20220822,0001843634
Total,Total,Total,,,,$,31032256.13,,,,,,,,,,,0001843634-22-000041,Ford Credit Auto Owner Trust 2021-A,20220731,20220822,0001843634
Principal Payment:,Principal Payment:,Principal Payment:,,,,,,,,,,,,,,,,0001843634-22-000041,Ford Credit Auto Owner Trust 2021-A,20220731,20220822,0001843634
First Priority Principal Payment,First Priority Principal Payment,First Priority Principal Payment,,,,,,,,,,,,,$,0.00,,0001843634-22-000041,Ford Credit Auto Owner Trust 2021-A,20220731,20220822,0001843634
Second Priority Principal Payment,Second Priority Principal Payment,Second Priority Principal Payment,,,,,,,,,,,,,$,0.00,,0001843634-22-000041,Ford Credit Auto Owner Trust 2021-A,20220731,20220822,0001843634
Regular Principal Payment,Regular Principal Payment,Regular Principal Payment,,,,,,,,,,,,,$,27169460.69,,0001843634-22-000041,Ford Credit Auto Owner Trust 2021-A,20220731,20220822,0001843634
Total,Total,Total,,,,,,,,,,,,,$,27169460.69,,0001843634-22-000041,Ford Credit Auto Owner Trust 2021-A,20220731,20220822,0001843634
