0,1,2,3,4,5,6,7,8,12,13,14,accession_number,company_name,report_period,filed_date,cik
,,,a. Collections allocable to Finance Charge,a. Collections allocable to Finance Charge,a. Collections allocable to Finance Charge,,,,$,5577963.64,,0001788503-21-000038,CarMax Auto Owner Trust 2019-4,20210630,20210715,0001788503
,,,b. Liquidation Proceeds allocable to Finance Charge,b. Liquidation Proceeds allocable to Finance Charge,b. Liquidation Proceeds allocable to Finance Charge,,,,$,5226.75,,0001788503-21-000038,CarMax Auto Owner Trust 2019-4,20210630,20210715,0001788503
,,,c. Purchase Amount allocable to Finance Charge,c. Purchase Amount allocable to Finance Charge,c. Purchase Amount allocable to Finance Charge,,,,$,0.00,,0001788503-21-000038,CarMax Auto Owner Trust 2019-4,20210630,20210715,0001788503
,,,d. Available Finance Charge Collections (sum a - c),d. Available Finance Charge Collections (sum a - c),d. Available Finance Charge Collections (sum a - c),,,,$,5583190.39,,0001788503-21-000038,CarMax Auto Owner Trust 2019-4,20210630,20210715,0001788503
18.,18.,18.,Principal:,Principal:,Principal:,,,,,,,0001788503-21-000038,CarMax Auto Owner Trust 2019-4,20210630,20210715,0001788503
,,,a. Collections allocable to Principal,a. Collections allocable to Principal,a. Collections allocable to Principal,,,,$,32135641.27,,0001788503-21-000038,CarMax Auto Owner Trust 2019-4,20210630,20210715,0001788503
,,,b. Liquidation Proceeds allocable to Principal,b. Liquidation Proceeds allocable to Principal,b. Liquidation Proceeds allocable to Principal,,,,$,565904.84,,0001788503-21-000038,CarMax Auto Owner Trust 2019-4,20210630,20210715,0001788503
,,,c. Purchase Amount allocable to Principal,c. Purchase Amount allocable to Principal,c. Purchase Amount allocable to Principal,,,,$,0.00,,0001788503-21-000038,CarMax Auto Owner Trust 2019-4,20210630,20210715,0001788503
,,,d. Available Principal Collections (sum a - c),d. Available Principal Collections (sum a - c),d. Available Principal Collections (sum a - c),,,,$,32701546.11,,0001788503-21-000038,CarMax Auto Owner Trust 2019-4,20210630,20210715,0001788503
19.,19.,19.,Total Finance Charge and Principal Collections (17d + 18d),Total Finance Charge and Principal Collections (17d + 18d),Total Finance Charge and Principal Collections (17d + 18d),,,,$,38284736.50,,0001788503-21-000038,CarMax Auto Owner Trust 2019-4,20210630,20210715,0001788503
20.,20.,20.,Interest Income from Collection Account,Interest Income from Collection Account,Interest Income from Collection Account,,,,$,548.21,,0001788503-21-000038,CarMax Auto Owner Trust 2019-4,20210630,20210715,0001788503
21.,21.,21.,Simple Interest Advances,Simple Interest Advances,Simple Interest Advances,,,,$,0.00,,0001788503-21-000038,CarMax Auto Owner Trust 2019-4,20210630,20210715,0001788503
22.,22.,22.,Available Collections (Ln19 + 20 + 21),Available Collections (Ln19 + 20 + 21),Available Collections (Ln19 + 20 + 21),,,,$,38285284.71,,0001788503-21-000038,CarMax Auto Owner Trust 2019-4,20210630,20210715,0001788503
