0,1,2,3,4,5,6,7,8,12,13,14,accession_number,company_name,report_period,filed_date,cik
Pool Balance,Pool Balance,Pool Balance,Pool Balance,Pool Balance,Pool Balance,,,,,,,0001788503-22-000034,CarMax Auto Owner Trust 2019-4,20220531,20220615,0001788503
1.,1.,1.,Pool Balance on the close of the last day of the preceding Collection Period,Pool Balance on the close of the last day of the preceding Collection Period,Pool Balance on the close of the last day of the preceding Collection Period,,,,$,449254014.16,,0001788503-22-000034,CarMax Auto Owner Trust 2019-4,20220531,20220615,0001788503
2.,2.,2.,Collections allocable to Principal,Collections allocable to Principal,Collections allocable to Principal,,,,$,21748895.33,,0001788503-22-000034,CarMax Auto Owner Trust 2019-4,20220531,20220615,0001788503
3.,3.,3.,Purchase Amount allocable to Principal,Purchase Amount allocable to Principal,Purchase Amount allocable to Principal,,,,$,0.00,,0001788503-22-000034,CarMax Auto Owner Trust 2019-4,20220531,20220615,0001788503
4.,4.,4.,Defaulted Receivables,Defaulted Receivables,Defaulted Receivables,,,,$,566688.33,,0001788503-22-000034,CarMax Auto Owner Trust 2019-4,20220531,20220615,0001788503
5.,5.,5.,Pool Balance on the close of the last day of the related Collection Period,Pool Balance on the close of the last day of the related Collection Period,Pool Balance on the close of the last day of the related Collection Period,,,,$,426938430.50,,0001788503-22-000034,CarMax Auto Owner Trust 2019-4,20220531,20220615,0001788503
,,,(Ln1 - Ln2 - Ln3 - Ln4),(Ln1 - Ln2 - Ln3 - Ln4),(Ln1 - Ln2 - Ln3 - Ln4),,,,,,,0001788503-22-000034,CarMax Auto Owner Trust 2019-4,20220531,20220615,0001788503
6.,6.,6.,Total number of Receivables outstanding on the close of the last day of the related Collection Period,Total number of Receivables outstanding on the close of the last day of the related Collection Period,Total number of Receivables outstanding on the close of the last day of the related Collection Period,,,,41076,41076,,0001788503-22-000034,CarMax Auto Owner Trust 2019-4,20220531,20220615,0001788503
7.,7.,7.,Initial Pool Balance,Initial Pool Balance,Initial Pool Balance,,,,$,1503750003.50,,0001788503-22-000034,CarMax Auto Owner Trust 2019-4,20220531,20220615,0001788503
,,,,,,Beginning of Period,Beginning of Period,Beginning of Period,End of Period,End of Period,End of Period,0001788503-22-000034,CarMax Auto Owner Trust 2019-4,20220531,20220615,0001788503
8.,8.,8.,Note Balances,Note Balances,Note Balances,,,,,,,0001788503-22-000034,CarMax Auto Owner Trust 2019-4,20220531,20220615,0001788503
,,,a. Class A-1 Note Balance,a. Class A-1 Note Balance,a. Class A-1 Note Balance,$,0.00,,$,0.00,,0001788503-22-000034,CarMax Auto Owner Trust 2019-4,20220531,20220615,0001788503
,,,b. Class A-2a Note Balance,b. Class A-2a Note Balance,b. Class A-2a Note Balance,$,0.00,,$,0.00,,0001788503-22-000034,CarMax Auto Owner Trust 2019-4,20220531,20220615,0001788503
,,,c. Class A-2b Floating Rate Note Balance,c. Class A-2b Floating Rate Note Balance,c. Class A-2b Floating Rate Note Balance,$,0.00,,$,0.00,,0001788503-22-000034,CarMax Auto Owner Trust 2019-4,20220531,20220615,0001788503
,,,d. Class A-3 Note Balance,d. Class A-3 Note Balance,d. Class A-3 Note Balance,$,253694639.15,,$,231379055.49,,0001788503-22-000034,CarMax Auto Owner Trust 2019-4,20220531,20220615,0001788503
,,,e. Class A-4 Note Balance,e. Class A-4 Note Balance,e. Class A-4 Note Balance,$,103820000.00,,$,103820000.00,,0001788503-22-000034,CarMax Auto Owner Trust 2019-4,20220531,20220615,0001788503
,,,f. Class B Note Balance,f. Class B Note Balance,f. Class B Note Balance,$,33840000.00,,$,33840000.00,,0001788503-22-000034,CarMax Auto Owner Trust 2019-4,20220531,20220615,0001788503
,,,g. Class C Note Balance,g. Class C Note Balance,g. Class C Note Balance,$,30070000.00,,$,30070000.00,,0001788503-22-000034,CarMax Auto Owner Trust 2019-4,20220531,20220615,0001788503
,,,h. Class D Note Balance,h. Class D Note Balance,h. Class D Note Balance,$,24070000.00,,$,24070000.00,,0001788503-22-000034,CarMax Auto Owner Trust 2019-4,20220531,20220615,0001788503
,,,i. Note Balance (sum a - h),i. Note Balance (sum a - h),i. Note Balance (sum a - h),$,445494639.15,,$,423179055.49,,0001788503-22-000034,CarMax Auto Owner Trust 2019-4,20220531,20220615,0001788503
9.,9.,9.,Pool Factors,Pool Factors,Pool Factors,,,,,,,0001788503-22-000034,CarMax Auto Owner Trust 2019-4,20220531,20220615,0001788503
,,,a. Class A-1 Note Pool Factor,a. Class A-1 Note Pool Factor,a. Class A-1 Note Pool Factor,0.0000000,0.0000000,,0.0000000,0.0000000,,0001788503-22-000034,CarMax Auto Owner Trust 2019-4,20220531,20220615,0001788503
,,,b. Class A-2a Note Pool Factor,b. Class A-2a Note Pool Factor,b. Class A-2a Note Pool Factor,0.0000000,0.0000000,,0.0000000,0.0000000,,0001788503-22-000034,CarMax Auto Owner Trust 2019-4,20220531,20220615,0001788503
,,,c. Class A-2b Floating Rate Note Pool Factor,c. Class A-2b Floating Rate Note Pool Factor,c. Class A-2b Floating Rate Note Pool Factor,0.0000000,0.0000000,,0.0000000,0.0000000,,0001788503-22-000034,CarMax Auto Owner Trust 2019-4,20220531,20220615,0001788503
,,,d. Class A-3 Note Pool Factor,d. Class A-3 Note Pool Factor,d. Class A-3 Note Pool Factor,0.5357859,0.5357859,,0.4886569,0.4886569,,0001788503-22-000034,CarMax Auto Owner Trust 2019-4,20220531,20220615,0001788503
,,,e. Class A-4 Note Pool Factor,e. Class A-4 Note Pool Factor,e. Class A-4 Note Pool Factor,1.0000000,1.0000000,,1.0000000,1.0000000,,0001788503-22-000034,CarMax Auto Owner Trust 2019-4,20220531,20220615,0001788503
,,,f. Class B Note Pool Factor,f. Class B Note Pool Factor,f. Class B Note Pool Factor,1.0000000,1.0000000,,1.0000000,1.0000000,,0001788503-22-000034,CarMax Auto Owner Trust 2019-4,20220531,20220615,0001788503
,,,g. Class C Note Pool Factor,g. Class C Note Pool Factor,g. Class C Note Pool Factor,1.0000000,1.0000000,,1.0000000,1.0000000,,0001788503-22-000034,CarMax Auto Owner Trust 2019-4,20220531,20220615,0001788503
,,,h. Class D Note Pool Factor,h. Class D Note Pool Factor,h. Class D Note Pool Factor,1.0000000,1.0000000,,1.0000000,1.0000000,,0001788503-22-000034,CarMax Auto Owner Trust 2019-4,20220531,20220615,0001788503
,,,i. Note Pool Factor,i. Note Pool Factor,i. Note Pool Factor,0.2969964,0.2969964,,0.2821194,0.2821194,,0001788503-22-000034,CarMax Auto Owner Trust 2019-4,20220531,20220615,0001788503
10.,10.,10.,Overcollateralization Target Amount,Overcollateralization Target Amount,Overcollateralization Target Amount,,,,$,3759375.01,,0001788503-22-000034,CarMax Auto Owner Trust 2019-4,20220531,20220615,0001788503
11.,11.,11.,Current overcollateralization amount (Pool Balance - Note Balance),Current overcollateralization amount (Pool Balance - Note Balance),Current overcollateralization amount (Pool Balance - Note Balance),,,,$,3759375.01,,0001788503-22-000034,CarMax Auto Owner Trust 2019-4,20220531,20220615,0001788503
12.,12.,12.,Weighted Average Coupon,Weighted Average Coupon,Weighted Average Coupon,,,,8.93,8.93,%,0001788503-22-000034,CarMax Auto Owner Trust 2019-4,20220531,20220615,0001788503
13.,13.,13.,Weighted Average Original Term,Weighted Average Original Term,Weighted Average Original Term,months,months,months,67.33,67.33,,0001788503-22-000034,CarMax Auto Owner Trust 2019-4,20220531,20220615,0001788503
14.,14.,14.,Weighted Average Remaining Term,Weighted Average Remaining Term,Weighted Average Remaining Term,months,months,months,33.15,33.15,,0001788503-22-000034,CarMax Auto Owner Trust 2019-4,20220531,20220615,0001788503
15.,15.,15.,1-Month LIBOR for the interest period ending 6/14/2022,1-Month LIBOR for the interest period ending 6/14/2022,1-Month LIBOR for the interest period ending 6/14/2022,,,,0.87471,0.87471,%,0001788503-22-000034,CarMax Auto Owner Trust 2019-4,20220531,20220615,0001788503
16.,16.,16.,Note Rate applicable to the Class A-2b notes for the interest period ending 6/14/2022,Note Rate applicable to the Class A-2b notes for the interest period ending 6/14/2022,Note Rate applicable to the Class A-2b notes for the interest period ending 6/14/2022,,,,,,,0001788503-22-000034,CarMax Auto Owner Trust 2019-4,20220531,20220615,0001788503
Collections,Collections,Collections,Collections,Collections,Collections,,,,,,,0001788503-22-000034,CarMax Auto Owner Trust 2019-4,20220531,20220615,0001788503
17.,17.,17.,Finance Charges:,Finance Charges:,Finance Charges:,,,,,,,0001788503-22-000034,CarMax Auto Owner Trust 2019-4,20220531,20220615,0001788503
,,,a. Collections allocable to Finance Charge,a. Collections allocable to Finance Charge,a. Collections allocable to Finance Charge,,,,$,3332150.99,,0001788503-22-000034,CarMax Auto Owner Trust 2019-4,20220531,20220615,0001788503
,,,b. Liquidation Proceeds allocable to Finance Charge,b. Liquidation Proceeds allocable to Finance Charge,b. Liquidation Proceeds allocable to Finance Charge,,,,$,9441.19,,0001788503-22-000034,CarMax Auto Owner Trust 2019-4,20220531,20220615,0001788503
,,,c. Purchase Amount allocable to Finance Charge,c. Purchase Amount allocable to Finance Charge,c. Purchase Amount allocable to Finance Charge,,,,$,0.00,,0001788503-22-000034,CarMax Auto Owner Trust 2019-4,20220531,20220615,0001788503
,,,d. Available Finance Charge Collections (sum a - c),d. Available Finance Charge Collections (sum a - c),d. Available Finance Charge Collections (sum a - c),,,,$,3341592.18,,0001788503-22-000034,CarMax Auto Owner Trust 2019-4,20220531,20220615,0001788503
18.,18.,18.,Principal:,Principal:,Principal:,,,,,,,0001788503-22-000034,CarMax Auto Owner Trust 2019-4,20220531,20220615,0001788503
,,,a. Collections allocable to Principal,a. Collections allocable to Principal,a. Collections allocable to Principal,,,,$,21748895.33,,0001788503-22-000034,CarMax Auto Owner Trust 2019-4,20220531,20220615,0001788503
,,,b. Liquidation Proceeds allocable to Principal,b. Liquidation Proceeds allocable to Principal,b. Liquidation Proceeds allocable to Principal,,,,$,437176.58,,0001788503-22-000034,CarMax Auto Owner Trust 2019-4,20220531,20220615,0001788503
,,,c. Purchase Amount allocable to Principal,c. Purchase Amount allocable to Principal,c. Purchase Amount allocable to Principal,,,,$,0.00,,0001788503-22-000034,CarMax Auto Owner Trust 2019-4,20220531,20220615,0001788503
,,,d. Available Principal Collections (sum a - c),d. Available Principal Collections (sum a - c),d. Available Principal Collections (sum a - c),,,,$,22186071.91,,0001788503-22-000034,CarMax Auto Owner Trust 2019-4,20220531,20220615,0001788503
19.,19.,19.,Total Finance Charge and Principal Collections (17d + 18d),Total Finance Charge and Principal Collections (17d + 18d),Total Finance Charge and Principal Collections (17d + 18d),,,,$,25527664.09,,0001788503-22-000034,CarMax Auto Owner Trust 2019-4,20220531,20220615,0001788503
20.,20.,20.,Interest Income from Collection Account,Interest Income from Collection Account,Interest Income from Collection Account,,,,$,9657.37,,0001788503-22-000034,CarMax Auto Owner Trust 2019-4,20220531,20220615,0001788503
21.,21.,21.,Simple Interest Advances,Simple Interest Advances,Simple Interest Advances,,,,$,0.00,,0001788503-22-000034,CarMax Auto Owner Trust 2019-4,20220531,20220615,0001788503
22.,22.,22.,Available Collections (Ln19 + 20 + 21),Available Collections (Ln19 + 20 + 21),Available Collections (Ln19 + 20 + 21),,,,$,25537321.46,,0001788503-22-000034,CarMax Auto Owner Trust 2019-4,20220531,20220615,0001788503
